fareBasisCode,segment_1AirlineName
HNR,Spirit Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
B0AIZNN1,JetBlue Airways
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
HNR,Spirit Airlines
V0AHZNN1,American Airlines
L0AJZNN1,American Airlines
L0AJZNN1,American Airlines
L0AJZNN1,American Airlines
L0AJZNN1,American Airlines
L0AJZNN1,American Airlines
QAA0OHEN,United
RH0AUEL1,JetBlue Airways
RH0AUEL1,JetBlue Airways
SAA0PHEN,United
SAA0PHEN,United
LA0NX0MC,Delta
LA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
UA0NX0MC,Delta
HAA0OHEN,United
HH0KUEL1,JetBlue Airways
HH0KUEL1,JetBlue Airways
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
KA0OX0MQ,Delta
KA0OX0MC,Delta
YH0KUEY5,American Airlines
YH0KUEY5,American Airlines
G0BJZSN1,American Airlines
V0AHZNN1,American Airlines
LA0NX0MC,Delta
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
MA0QA0MQ,Delta
M0AHZNN1,American Airlines
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
M0AHZNN1,American Airlines
MA0QA0MQ,Delta
M0AHZNN1,American Airlines
M0AHZNN1,American Airlines
M0AHZNN1,American Airlines
MA0QA0MQ,Delta
M0AHZNN1,American Airlines
M0AHZNN1,American Airlines
M0AHZNN1,American Airlines
M0AHZNN1,American Airlines
M0AHZNN1,American Airlines
VAA0AKEN,United
BA0NA0MQ,Delta
HAA0OKEN,United
KA0OX0MQ,Delta
S0AJZSN3,American Airlines
HH0KUEL1,JetBlue Airways
KA0OX0MC,Delta
HH0KUEL1,JetBlue Airways
QAA0OKEN,United
VAA0AKEN,United
SAA0PHEN,United
WAA0OHEN,United
J0FN,Delta
VAA0JKEN,United
VAA0AHEN,United
VAA0AHEN,United
HAA0OKEN,United
QAA0OHEN,United
EAA0OKEN,United
JA2AA,American Airlines
KNR,Spirit Airlines
VAA0AKEN,United
VAA0AKEN,United
L0AHZNN1,American Airlines
VAA0AKEN,United
VAA0AKEN,United
RH0AUEL1,JetBlue Airways
QA0OA0MQ,Delta
QA0OA0MQ,Delta
Y00PXS5,Frontier Airlines
M0AIZNN1,American Airlines
M0AIZNN1,American Airlines
HAA0OKEN,United
HAA0OKEN,United
SAA0PHEN,United
SAA0PHEN,United
HA0OA0MQ,Delta
HA0OA0MQ,Delta
HA0OA0MQ,Delta
HA0OA0MQ,Delta
HA0OA0MQ,Delta
UAA0OKEN,United
H0AHZNN1,American Airlines
H0AHZNN1,American Airlines
H0AHZNN1,American Airlines
BA0OA0MQ,Delta
WAA0AFEN,United
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
KNR,Spirit Airlines
L0AIZNN1,American Airlines
L0AIZNN1,American Airlines
L0AIZNN1,American Airlines
VAA0OFEN,United
YNR,Spirit Airlines
QA0OA0MQ,Delta
QA0OA0MQ,Delta
QA0OA0MQ,Delta
QA0OA0MQ,Delta
QA0OA0MQ,Delta
QA0OA0MQ,Delta
QA0OA0MQ,Delta
QA0OA0MQ,Delta
M0AHZNN1,American Airlines
YNR,Spirit Airlines
HA0OX0MQ,Delta
HA0OX0MQ,Delta
MA0OA0MQ,Delta
K0AHZNN1,American Airlines
K0AHZNN1,American Airlines
BA0QA0MQ,Delta
BA0QA0MQ,Delta
H0AHZNN1,American Airlines
HAA0OKEN,United
KNR,Spirit Airlines
KNR,Spirit Airlines
KNR,Spirit Airlines
U00RXS2,Frontier Airlines
G0AIZNN1,American Airlines
WAA0AFEN,United
G0AIZNN1,American Airlines
G0AIZNN1,American Airlines
KNR,Spirit Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
HNR,Spirit Airlines
YNR,Spirit Airlines
L0AIZNN1,American Airlines
LA0NX0BQ,Delta
BH0AUEL1,JetBlue Airways
UAA0OFEN,United
UAA0OFEN,United
KA0OX0MQ,Delta
KA0OX0MQ,Delta
KA0OX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0OX0MQ,Delta
KR0OX0MC,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
LA0NX0MC,Delta
QA0OX0MQ,Delta
KA0NA0MC,Delta
KA0QA0MQ,Delta
UAA0OKEN,United
MAA0OFEN,United
Y0N,Delta
HH0KUEL1,JetBlue Airways
SAA0PHEN,United
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
LA0NX0BQ,Delta
WAA0OHEN,United
WAA0OHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
QAA0OHEN,United
QAA0OHEN,United
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
QA0OX0MQ,Delta
QA0OX0MQ,Delta
QA0OX0MQ,Delta
HA0OX0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
MA0NA0MQ,Delta
YNR,Spirit Airlines
YNR,Spirit Airlines
YNR,Spirit Airlines
YNR,Spirit Airlines
QH0PUEL1,JetBlue Airways
HH0KUEL1,JetBlue Airways
LA0NX0MQ,Delta
VAA0JKEN,United
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
VAA0JKEN,United
QAA0OKEN,United
HAA0OKEN,United
HAA0OKEN,United
M0AIZNN1,American Airlines
EAA0OKEN,United
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
SAA0PHEN,United
MAA0OKEN,United
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
KA0NX0MC,Delta
BH0ABEL1,JetBlue Airways
BH0ABEL1,JetBlue Airways
BH0ABEL1,JetBlue Airways
KA0NX0MC,Delta
KA0NX0MC,Delta
KA0NX0MC,Delta
L0AJZNN1,American Airlines
L0AJZNN1,American Airlines
HH0JUEY5,American Airlines
HH0JUEY5,American Airlines
HH0JUEY5,American Airlines
HA0QA0MQ,Delta
MA0OA0MQ,Delta
QAA0OHEN,United
QAA0OHEN,United
QAA0OKEN,United
HAA0OKEN,United
QAA0OFEN,United
HA0OX0MC,Delta
QA0QA0MQ,Delta
HNR,Spirit Airlines
HNR,Spirit Airlines
HAA0OFEN,United
M0AIZNN1,American Airlines
M0AIZNN1,American Airlines
BNR,Spirit Airlines
QA0QA0MQ,Delta
QA0QA0MQ,Delta
QA0QA0MQ,Delta
UAA0OKEN,United
UAA0OKEN,United
BNR,Spirit Airlines
BNR,Spirit Airlines
L0AIZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
YNR,Spirit Airlines
YNR,Spirit Airlines
YNR,Spirit Airlines
L0AIZNN1,American Airlines
L0AIZNN1,American Airlines
YNR,Spirit Airlines
UA0NX0MC,Delta
LA0NA0MC,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
K0AHZNN1,Alaska Airlines
MA0QA0MQ,Delta
K0AHZNN1,American Airlines
YNR,Spirit Airlines
K0AHZNN1,American Airlines
HAA0OKEN,United
HAA0OKEN,United
MA0UA0MQ,Delta
VAA0AKEN,United
BA0OA0MQ,Delta
KA0NA0MC,Delta
Y0N,Delta
Y0N,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
B0AIZNN1,JetBlue Airways
V0AIZNN1,American Airlines
KA0NX0MQ,Delta
KA0NX0MQ,Delta
KA0NX0MQ,Delta
B0AIZNN1,JetBlue Airways
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
B0AIZNN1,JetBlue Airways
V0AIZNN1,American Airlines
B0AIZNN1,JetBlue Airways
B0AIZNN1,JetBlue Airways
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
VAA0AFEN,United
VAA0AFEN,United
VAA0AFEN,United
VAA0AFEN,United
VAA0AFEN,United
VAA0AFEN,United
VAA0AFEN,United
VAA0AFEN,United
QA0OX0MQ,Delta
QA0OX0MQ,Delta
QA0OX0MQ,Delta
KNR,Spirit Airlines
Y0CXNR,Spirit Airlines
Y0CXNR,Spirit Airlines
M0AHZNN1,American Airlines
M0AHZNN1,American Airlines
UAA0OFEN,United
UAA0OFEN,United
UAA0OFEN,United
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
S0AJZSN3,American Airlines
E00PXS6,Frontier Airlines
G0AJZSN3,American Airlines
G0AJZSN3,American Airlines
V0AHZNN1,American Airlines
KA0NX0MC,Delta
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
QA0QA0MQ,Delta
QA0QA0MQ,Delta
QA0QA0MQ,Delta
WAA0OFEN,United
HA0OX0MC,Delta
MA0OX0MC,Delta
MA0OX0MC,Delta
MA0OX0MC,Delta
WAA0OHEN,United
WAA0OHEN,United
WAA0OHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
SAA0PHEN,United
BH0ABEL1,JetBlue Airways
BH0ABEL1,JetBlue Airways
BH0ABEL1,JetBlue Airways
J0FN,Delta
Y0CXHO,Spirit Airlines
QA0OA0MQ,Delta
QA0OA0MQ,Delta
BA0OA0MC,Delta
BA0OA0MC,Delta
MH0OAJMN,Alaska Airlines
UAA0OKEN,United
MH0OAJMN,Alaska Airlines
HAA0OFEN,United
EAA0OKEN,United
KA0QA0MQ,Delta
Y0N,Delta
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
KNR,Spirit Airlines
LA0NA0MQ,Delta
LA0NA0MQ,Delta
LA0NA0MQ,Delta
LA0NA0MQ,Delta
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
LA0NA0MQ,Delta
VAA0AKEN,United
VAA0AKEN,United
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
YNR,Spirit Airlines
KA0OX0MQ,Delta
QAA0OKEN,United
MNR,Spirit Airlines
L0AIZNN1,American Airlines
L0AIZNN1,American Airlines
YNR,Spirit Airlines
QA0OA0MC,Delta
SAA0PHEN,United
UAA0OKEN,United
RH0AUEY5,JetBlue Airways
BH0ABEL1,JetBlue Airways
EAA0OKEN,United
D00RXS2,Frontier Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
VAA0AFEN,United
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
V0AHZNN1,American Airlines
KNR,Spirit Airlines
KNR,Spirit Airlines
YNR,Spirit Airlines
KA0OX0MQ,Delta
KA0OX0MQ,Delta
YNR,Spirit Airlines
QA0QA0MQ,Delta
QA0QA0MQ,Delta
M0AIZNN1,American Airlines
MA0OX0MQ,Delta
MA0OX0MQ,Delta
HH0KUEL1,JetBlue Airways
HH0KUEL1,JetBlue Airways
VAA0AHEN,United
JA2AA,American Airlines
HAA0OKEN,United
VAA0AKEN,United
L0AIZNN1,American Airlines
L0AIZNN1,American Airlines
QA0OA0MQ,Delta
QA0OA0MQ,Delta
LA0NA0MC,Delta
K0AIZNN1,American Airlines
K0AIZNN1,American Airlines
UAA0JFEN,United
QAA0AFEN,United
UAA0JFEN,United
UAA0JFEN,United
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
MA0QA0MQ,Delta
WAA0OHEN,United
KA0NA0MC,Delta
QAA0OQEN,United
QAA0OQEN,United
QAA0OQEN,United
KA0NA0MC,Delta
KA0NA0MC,Delta
KA0NA0MC,Delta
KA0NA0MC,Delta
QH0PUEL1,JetBlue Airways
KA0NX0MC,Delta
KA0NX0MC,Delta
KA0NX0MC,Delta
H0AIZRN1,American Airlines
H0AIZRN1,American Airlines
H0AIZRN1,American Airlines
H0AIZRN1,American Airlines
VAA0AHEN,United
BA0OA0MQ,Delta
BH0ABEL1,JetBlue Airways
VAA0AKEN,United
KH0OASMN,Alaska Airlines
B0AHZNN1,American Airlines
HNR,Spirit Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
V0AIZNN1,American Airlines
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VAA0AHEN,United
VH0AUEL1,JetBlue Airways
VH0AUEL1,JetBlue Airways
HNR,Spirit Airlines
MC0AUEL1,JetBlue Airways
MC0AUEL1,JetBlue Airways
KH0AUEY5,American Airlines
KH0AUEY5,American Airlines
YNR,Spirit Airlines
YNR,Spirit Airlines
UA0NA0ME,Delta
UA0NA0ME,Delta
VH0AUEL1,JetBlue Airways
UA0UA0MQ,Delta
UA0UA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
HA0QA0MQ,Delta
KA0QA0MQ,Delta
KA0QA0MQ,Delta
KA0QA0MQ,Delta
KA0QA0MQ,Delta
KA0OA0MC,Delta
MA0OA0MQ,Delta
PL0ABEL1,JetBlue Airways
PL0ABEL1,JetBlue Airways
Q0AHZNN3,American Airlines
Q0AHZNN3,American Airlines
Q0AHZNN3,American Airlines
Q0AHZNN3,American Airlines
Q0AHZNN3,American Airlines
Q0AHZNN3,American Airlines
Q0AHZNN3,American Airlines
TAA0AHEN,United
SAA0AHEN,United
SAA0AHEN,United
G0AHZNN1,American Airlines
G0AHZNN1,American Airlines
G0AHZNN1,American Airlines
G0AHZNN1,American Airlines
G0AHZNN1,American Airlines
LA0OA0MC,Delta
G0AHZNN1,American Airlines
LA0OA0MC,Delta
LA0OA0MC,Delta
LA0OA0MC,Delta
G0AHZNN1,American Airlines
G0AHZNN1,American Airlines
LA0OA0MC,Delta
LA0OA0MC,Delta
G0AHZNN1,American Airlines
LA0OA0MC,Delta
LA0OA0MC,Delta
LA0OA0MC,Delta
LA0OA0MC,Delta
V0AHZNN1,American Airlines
MC0ABEL1,JetBlue Airways
B0AHZNN1,JetBlue Airways
V0AHZNN1,American Airlines
VAA0OFEN,United
VAA0OFEN,United
VAA0OFEN,United
VAA0OFEN,United
HAA0OFEN,United
TNR,Spirit Airlines
KNR,Spirit Airlines
YNR,Spirit Airlines
VAA0PHEN,United
VAA0PHEN,United
RH0ABEL1,JetBlue Airways
VAA0PHEN,United
VAA0PHEN,United
RH0ABEL1,JetBlue Airways
VAA0PHEN,United
L0AHZNN1,American Airlines
VAA0PHEN,United
VAA0PHEN,United
VAA0PHEN,United
VAA0PHEN,United
VAA0PHEN,United
VAA0PHEN,United
VAA0PHEN,United
VAA0PHEN,United
VAA0PHEN,United
L0AHZNN1,American Airlines
VAA0PHEN,United
VAA0PHEN,United
VAA0PHEN,United
VAA0PHEN,United
RH0AUEL1,JetBlue Airways
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
E0DACAY,Sun Country Airlines
MH0ABEY5,American Airlines
MH0AUEY5,American Airlines
QAA0OHEN,United
QAA0OHEN,United
QA0NA0MQ,Delta
HA0OA0MC,Delta
K0AJZNN1,American Airlines
K0AJZNN1,American Airlines
MA0OA0MC,Delta
MA0OA0MC,Delta
MA0OA0MC,Delta
MA0OA0MC,Delta
MA0OA0MC,Delta
H0AJZNN1,American Airlines
H0AJZNN1,American Airlines
H0AJZNN1,American Airlines
BA0OA0MC,Delta
BA0OA0MC,Delta
BA0OA0MC,Delta
B0AJZNN1,American Airlines
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
WAA0AHEN,United
BH0ABEL1,JetBlue Airways
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
Q0AJZNN1,JetBlue Airways
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
L0AHZNN1,American Airlines
Y0CXNR,Spirit Airlines
Y0CXNR,Spirit Airlines
Y0CXNR,Spirit Airlines
Y0CXNR,Spirit Airlines
VAA0OHEN,United
M0AJZNN1,American Airlines
M0AJZNN1,American Airlines
KA0NA0MQ,Delta
UA0UA0MQ,Delta
HA0OA0MQ,Delta
HA0OA0MQ,Delta
HA0OA0MQ,Delta
HA0OA0MQ,Delta
HA0OA0MQ,Delta
HA0OA0MQ,Delta
MA0OA0MQ,Delta
MA0OA0MQ,Delta
LAA0AWEN,United
LAA0AWEN,United
LAA0AWEN,United
LAA0AWEN,United
N0AJZSN3,American Airlines
S0AJZSN3,American Airlines
S0AJZSN3,American Airlines
TA0NL0MC,Delta
MI0AUEL1,JetBlue Airways
V0AIZNN1,American Airlines
VI0AUEY5,American Airlines
VAA0OFEN,United
RH0AUEL1,JetBlue Airways
L0AJZNN1,American Airlines
KA0QX0MQ,Delta
KA0QX0MQ,Delta
Y0CXNR,Spirit Airlines
Y0CXNR,Spirit Airlines
Y0CXNR,Spirit Airlines
Y0CXNR,Spirit Airlines
Y0CXNR,Spirit Airlines
Y0CXNR,Spirit Airlines
UA0UA0MQ,Delta
HA0OX0MQ,Delta
MA0QA0MQ,Delta
EH0KUEL1,JetBlue Airways
YH0KUEY5,American Airlines
RNR,Spirit Airlines
KA0NA0MQ,Delta
SAA0AHBN,United
SAA0AHBN,United
SAA0AHBN,United
SAA0AHBN,United
SAA0AHBN,United
KA0NA0MQ,Delta
SAA0AHBN,United
KA0NA0MQ,Delta
RL0AUEL1,JetBlue Airways
SAA0AHBN,United
KA0NA0MQ,Delta
RL0AUEL1,JetBlue Airways
SAA0AHBN,United
RL0AUEL1,JetBlue Airways
SAA0AHBN,United
SAA0AHBN,United
SAA0AHBN,United
WAA0OHEN,United
ML0AUEY5,American Airlines
ML0AUEY5,American Airlines
ML0AUEY5,American Airlines
QAA0OHEN,United
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
G0AZZNN3,American Airlines
V0AZZNN1,American Airlines
V0AZZNN1,American Airlines
KAX0AHBN,United
KAX0AHBN,United
SAA0AFEN,United
SAA0AFEN,United
G0AGZNN1,American Airlines
G0AGZNN1,American Airlines
G0AGZNN1,American Airlines
G0AGZNN1,American Airlines
G0AGZNN1,American Airlines
KA0OA0MC,Delta
QA0OB4MC,Delta
QA0OB4MC,Delta
QA0OB4MC,Delta
QA0OB4MC,Delta
G0AHZNN1,American Airlines
RL0AUEL1,JetBlue Airways
RL0AUEL1,JetBlue Airways
LA0NA0MQ,Delta
G0AHZNN1,American Airlines
V0AHZNN1,JetBlue Airways
RL0AUEL1,JetBlue Airways
VI0AUEL1,JetBlue Airways
ML0AUEY5,American Airlines
ML0AUEY5,American Airlines
ML0AUEY5,American Airlines
BI0AUEL1,JetBlue Airways
KI0AUEY5,American Airlines
V0AJZNN1,American Airlines
B0AJZNN1,JetBlue Airways
V0AJZNN1,American Airlines
B0AJZNN1,JetBlue Airways
KA0QA0MQ,Delta
KA0QA0MQ,Delta
KA0QA0MQ,Delta
HA0OA0MQ,Delta
HC0KUEY5,American Airlines
KC0KUEL1,JetBlue Airways
YH0KUEY5,American Airlines
MA0OA0MQ,Delta
TA0QA0ML,Delta
QAA0OFEN,United
QAA0OFEN,United
KIP,Cape Air
WAA0PFEN,United
RH0AUEL1,JetBlue Airways
V0AIZNN1,American Airlines
L0AGZNN1,American Airlines
VAA0AKEN,United
Q0AHZNN1,JetBlue Airways
L0AHZNN1,American Airlines
BH0ABEL1,JetBlue Airways
Q0AHZNN1,JetBlue Airways
L0AHZNN1,American Airlines
BH0ABEL1,JetBlue Airways
VAA0PFEN,United
BH0ABEL1,JetBlue Airways
VAA0PFEN,United
QA0NA0MQ,Delta
VAA0PFEN,United
VAA0PFEN,United
VAA0PFEN,United
VAA0PFEN,United
H0AJZNN1,JetBlue Airways
M0AJZNN1,American Airlines
QAA0AHEN,United
QAA0OKEN,United
QAA0OKEN,United
E0DACAY,Sun Country Airlines
MA0NA0MC,Delta
HA0OA0MQ,Delta
HA0OA0MQ,Delta
M0AIZNN1,American Airlines
HH0KUEY5,American Airlines
HH0KUEY5,American Airlines
HH0KUEY5,American Airlines
HAA0OKEN,United
B0CXNR,Spirit Airlines
MA0QA0MQ,Delta
KA0NA0MQ,Delta
KA0NA0MQ,Delta
EH0KUEL1,JetBlue Airways
YH0KUEY5,American Airlines
I0ATZNJC,American Airlines
Y0N,Delta
RL0AUEL1,JetBlue Airways
RL0AUEL1,JetBlue Airways
RL0AUEL1,JetBlue Airways
RL0AUEL1,JetBlue Airways
RL0AUEL1,JetBlue Airways
RL0AUEL1,JetBlue Airways
RL0AUEL1,JetBlue Airways
UA0UA0MQ,Delta
RL0AUEL1,JetBlue Airways
UA0UA0MQ,Delta
UA0UA0MQ,Delta
RL0AUEL1,JetBlue Airways
RL0AUEL1,JetBlue Airways
RL0AUEL1,JetBlue Airways
UA0UA0MQ,Delta
UA0UA0MQ,Delta
RL0AUEL1,JetBlue Airways
UA0UA0MQ,Delta
SAA0AHEN,United
SAA0AHEN,United
SAA0AHEN,United
SAA0AHEN,United
SAA0AHEN,United
SAA0AHEN,United
SAA0AHEN,United
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
ML0AUEY8,American Airlines
WAA0OHEN,United
KA0QA0MQ,Delta
KA0QA0MQ,Delta
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
N0AZZNN3,American Airlines
QA0OA0MQ,Delta
QA0OA0MQ,Delta
QA0OA0MQ,Delta
QA0OA0MQ,Delta
HA0OA0MC,Delta
HA0OA0MC,Delta
HA0OA0MC,Delta
G0AZZNN3,American Airlines
